"Source","InstalledOn","HotFixID","Description","InstalledBy"
"Server11","8/15/2020 12:00:00 AM","MSKB3719273","Update","NT AUTHORITY\SYSTEM"
"Server11","8/15/2020 12:00:00 AM","MSKB9196917","Update","NT AUTHORITY\SYSTEM"
"Server11","8/15/2020 12:00:00 AM","MSKB8500265","Update","NT AUTHORITY\SYSTEM"
"Server11","8/15/2020 12:00:00 AM","MSKB9029373","Security Update","NT AUTHORITY\SYSTEM"
"Server12","8/15/2020 12:00:00 AM","MSKB4322273","Security Update","NT AUTHORITY\SYSTEM"
"Server12","8/15/2020 12:00:00 AM","MSKB3406636","Security Update","NT AUTHORITY\SYSTEM"
"Server15","8/15/2020 12:00:00 AM","MSKB4236718","Security Update","NT AUTHORITY\SYSTEM"
"Server15","8/15/2020 12:00:00 AM","MSKB4052807","Security Update","NT AUTHORITY\SYSTEM"
"Server17","8/15/2020 12:00:00 AM","MSKB7212598","Security Update","NT AUTHORITY\SYSTEM"
"Server17","8/15/2020 12:00:00 AM","MSKB9650899","Security Update","NT AUTHORITY\SYSTEM"
"Server18","8/15/2020 12:00:00 AM","MSKB7962033","Security Update","NT AUTHORITY\SYSTEM"
"Server18","8/15/2020 12:00:00 AM","MSKB3157680","Update","NT AUTHORITY\SYSTEM"
"Server19","8/15/2020 12:00:00 AM","MSKB6695725","Update","NT AUTHORITY\SYSTEM"
"Server19","8/15/2020 12:00:00 AM","MSKB6384403","Security Update","NT AUTHORITY\SYSTEM"
"Server20","8/15/2020 12:00:00 AM","MSKB7419216","Update","NT AUTHORITY\SYSTEM"
"Server21","8/15/2020 12:00:00 AM","MSKB9151226","Security Update","NT AUTHORITY\SYSTEM"
"Server21","8/15/2020 12:00:00 AM","MSKB7115008","Security Update","NT AUTHORITY\SYSTEM"
"Server22","8/15/2020 12:00:00 AM","MSKB9487782","Update","NT AUTHORITY\SYSTEM"
"Server22","8/15/2020 12:00:00 AM","MSKB5939606","Security Update","NT AUTHORITY\SYSTEM"
"Server22","8/15/2020 12:00:00 AM","MSKB8908906","Security Update","NT AUTHORITY\SYSTEM"
"Server22","8/15/2020 12:00:00 AM","MSKB9197653","Security Update","NT AUTHORITY\SYSTEM"
"Server23","8/15/2020 12:00:00 AM","MSKB8326498","Security Update","NT AUTHORITY\SYSTEM"
"Server23","8/15/2020 12:00:00 AM","MSKB6494617","Security Update","NT AUTHORITY\SYSTEM"
"Server23","8/15/2020 12:00:00 AM","MSKB5727577","Update","NT AUTHORITY\SYSTEM"
"Server24","8/15/2020 12:00:00 AM","MSKB1510464","Update","NT AUTHORITY\SYSTEM"
"Server24","8/15/2020 12:00:00 AM","MSKB8353533","Security Update","NT AUTHORITY\SYSTEM"
"Server24","8/15/2020 12:00:00 AM","MSKB8938560","Update","NT AUTHORITY\SYSTEM"
"Server25","8/15/2020 12:00:00 AM","MSKB5458777","Update","NT AUTHORITY\SYSTEM"
"Server25","8/15/2020 12:00:00 AM","MSKB7016787","Update","NT AUTHORITY\SYSTEM"
"Server27","8/15/2020 12:00:00 AM","MSKB3962927","Security Update","NT AUTHORITY\SYSTEM"
"Server29","8/15/2020 12:00:00 AM","MSKB1530631","Security Update","NT AUTHORITY\SYSTEM"
"Server31","8/15/2020 12:00:00 AM","MSKB8804166","Update","NT AUTHORITY\SYSTEM"
"Server31","8/15/2020 12:00:00 AM","MSKB3657185","Update","NT AUTHORITY\SYSTEM"
"Server31","8/15/2020 12:00:00 AM","MSKB1623789","Security Update","NT AUTHORITY\SYSTEM"
"Server31","8/15/2020 12:00:00 AM","MSKB3361581","Security Update","NT AUTHORITY\SYSTEM"
"Server32","8/15/2020 12:00:00 AM","MSKB8225744","Security Update","NT AUTHORITY\SYSTEM"
"Server33","8/15/2020 12:00:00 AM","MSKB3124809","Security Update","NT AUTHORITY\SYSTEM"
"Server34","8/15/2020 12:00:00 AM","MSKB9098719","Security Update","NT AUTHORITY\SYSTEM"
"Server35","8/15/2020 12:00:00 AM","MSKB8098376","Security Update","NT AUTHORITY\SYSTEM"
"Server35","8/15/2020 12:00:00 AM","MSKB6642376","Update","NT AUTHORITY\SYSTEM"
"Server35","8/15/2020 12:00:00 AM","MSKB9046806","Update","NT AUTHORITY\SYSTEM"
"Server36","8/15/2020 12:00:00 AM","MSKB4328048","Security Update","NT AUTHORITY\SYSTEM"
"Server36","8/15/2020 12:00:00 AM","MSKB6907845","Security Update","NT AUTHORITY\SYSTEM"
"Server36","8/15/2020 12:00:00 AM","MSKB4698469","Update","NT AUTHORITY\SYSTEM"
"Server36","8/15/2020 12:00:00 AM","MSKB6339459","Update","NT AUTHORITY\SYSTEM"
"Server41","8/15/2020 12:00:00 AM","MSKB5464101","Update","NT AUTHORITY\SYSTEM"
"Server41","8/15/2020 12:00:00 AM","MSKB1776080","Update","NT AUTHORITY\SYSTEM"
"Server41","8/15/2020 12:00:00 AM","MSKB4526109","Update","NT AUTHORITY\SYSTEM"
"Server41","8/15/2020 12:00:00 AM","MSKB8148110","Update","NT AUTHORITY\SYSTEM"
"Server42","8/15/2020 12:00:00 AM","MSKB9114170","Security Update","NT AUTHORITY\SYSTEM"
"Server42","8/15/2020 12:00:00 AM","MSKB5196887","Update","NT AUTHORITY\SYSTEM"
"Server43","8/15/2020 12:00:00 AM","MSKB9870472","Security Update","NT AUTHORITY\SYSTEM"
"Server43","8/15/2020 12:00:00 AM","MSKB1463418","Security Update","NT AUTHORITY\SYSTEM"
"Server43","8/15/2020 12:00:00 AM","MSKB6454053","Update","NT AUTHORITY\SYSTEM"
"Server44","8/15/2020 12:00:00 AM","MSKB9066373","Security Update","NT AUTHORITY\SYSTEM"
"Server45","8/15/2020 12:00:00 AM","MSKB2982028","Security Update","NT AUTHORITY\SYSTEM"
"Server45","8/15/2020 12:00:00 AM","MSKB1103064","Update","NT AUTHORITY\SYSTEM"
"Server45","8/15/2020 12:00:00 AM","MSKB9896644","Update","NT AUTHORITY\SYSTEM"
"Server45","8/15/2020 12:00:00 AM","MSKB7745842","Update","NT AUTHORITY\SYSTEM"
"Server46","8/15/2020 12:00:00 AM","MSKB8485049","Update","NT AUTHORITY\SYSTEM"
"Server47","8/15/2020 12:00:00 AM","MSKB7076396","Security Update","NT AUTHORITY\SYSTEM"
"Server48","8/15/2020 12:00:00 AM","MSKB3737343","Update","NT AUTHORITY\SYSTEM"
"Server50","8/15/2020 12:00:00 AM","MSKB2849549","Security Update","NT AUTHORITY\SYSTEM"
"Server50","8/15/2020 12:00:00 AM","MSKB7267297","Update","NT AUTHORITY\SYSTEM"
"Server51","8/15/2020 12:00:00 AM","MSKB5584774","Security Update","NT AUTHORITY\SYSTEM"
"Server51","8/15/2020 12:00:00 AM","MSKB1005243","Security Update","NT AUTHORITY\SYSTEM"
"Server51","8/15/2020 12:00:00 AM","MSKB4057936","Security Update","NT AUTHORITY\SYSTEM"
"Server51","8/15/2020 12:00:00 AM","MSKB5404146","Security Update","NT AUTHORITY\SYSTEM"
"Server54","8/15/2020 12:00:00 AM","MSKB2930833","Update","NT AUTHORITY\SYSTEM"
"Server54","8/15/2020 12:00:00 AM","MSKB5889084","Security Update","NT AUTHORITY\SYSTEM"
"Server54","8/15/2020 12:00:00 AM","MSKB2622105","Security Update","NT AUTHORITY\SYSTEM"
"Server54","8/15/2020 12:00:00 AM","MSKB3269476","Security Update","NT AUTHORITY\SYSTEM"
"Server56","8/15/2020 12:00:00 AM","MSKB9154478","Update","NT AUTHORITY\SYSTEM"
"Server56","8/15/2020 12:00:00 AM","MSKB1856287","Security Update","NT AUTHORITY\SYSTEM"
"Server58","8/15/2020 12:00:00 AM","MSKB8947432","Update","NT AUTHORITY\SYSTEM"
"Server58","8/15/2020 12:00:00 AM","MSKB6773909","Update","NT AUTHORITY\SYSTEM"
"Server58","8/15/2020 12:00:00 AM","MSKB8801315","Security Update","NT AUTHORITY\SYSTEM"
"Server60","8/15/2020 12:00:00 AM","MSKB4202963","Update","NT AUTHORITY\SYSTEM"
"Server60","8/15/2020 12:00:00 AM","MSKB9797290","Security Update","NT AUTHORITY\SYSTEM"
"Server62","8/15/2020 12:00:00 AM","MSKB8810502","Update","NT AUTHORITY\SYSTEM"
"Server62","8/15/2020 12:00:00 AM","MSKB8235575","Security Update","NT AUTHORITY\SYSTEM"
"Server62","8/15/2020 12:00:00 AM","MSKB8798417","Update","NT AUTHORITY\SYSTEM"
"Server63","8/15/2020 12:00:00 AM","MSKB3657680","Security Update","NT AUTHORITY\SYSTEM"
"Server63","8/15/2020 12:00:00 AM","MSKB6466341","Update","NT AUTHORITY\SYSTEM"
"Server63","8/15/2020 12:00:00 AM","MSKB7286064","Security Update","NT AUTHORITY\SYSTEM"
"Server63","8/15/2020 12:00:00 AM","MSKB3880185","Security Update","NT AUTHORITY\SYSTEM"
"Server64","8/15/2020 12:00:00 AM","MSKB5610384","Security Update","NT AUTHORITY\SYSTEM"
"Server64","8/15/2020 12:00:00 AM","MSKB8003723","Update","NT AUTHORITY\SYSTEM"
"Server64","8/15/2020 12:00:00 AM","MSKB4266190","Security Update","NT AUTHORITY\SYSTEM"
"Server66","8/15/2020 12:00:00 AM","MSKB5006396","Update","NT AUTHORITY\SYSTEM"
"Server66","8/15/2020 12:00:00 AM","MSKB8174961","Update","NT AUTHORITY\SYSTEM"
"Server68","8/15/2020 12:00:00 AM","MSKB9102162","Security Update","NT AUTHORITY\SYSTEM"
"Server68","8/15/2020 12:00:00 AM","MSKB6312679","Update","NT AUTHORITY\SYSTEM"
"Server68","8/15/2020 12:00:00 AM","MSKB2982058","Update","NT AUTHORITY\SYSTEM"
"Server69","8/15/2020 12:00:00 AM","MSKB8566449","Update","NT AUTHORITY\SYSTEM"
"Server69","8/15/2020 12:00:00 AM","MSKB6457959","Security Update","NT AUTHORITY\SYSTEM"
"Server69","8/15/2020 12:00:00 AM","MSKB2689572","Update","NT AUTHORITY\SYSTEM"
"Server69","8/15/2020 12:00:00 AM","MSKB5288610","Security Update","NT AUTHORITY\SYSTEM"
"Server71","8/15/2020 12:00:00 AM","MSKB1586750","Security Update","NT AUTHORITY\SYSTEM"
"Server71","8/15/2020 12:00:00 AM","MSKB9573387","Security Update","NT AUTHORITY\SYSTEM"
"Server71","8/15/2020 12:00:00 AM","MSKB6879384","Security Update","NT AUTHORITY\SYSTEM"
"Server71","8/15/2020 12:00:00 AM","MSKB2955434","Update","NT AUTHORITY\SYSTEM"
"Server72","8/15/2020 12:00:00 AM","MSKB4613056","Security Update","NT AUTHORITY\SYSTEM"
"Server72","8/15/2020 12:00:00 AM","MSKB1814909","Security Update","NT AUTHORITY\SYSTEM"
"Server72","8/15/2020 12:00:00 AM","MSKB4506593","Update","NT AUTHORITY\SYSTEM"
"Server73","8/15/2020 12:00:00 AM","MSKB7938042","Update","NT AUTHORITY\SYSTEM"
"Server73","8/15/2020 12:00:00 AM","MSKB4135900","Update","NT AUTHORITY\SYSTEM"
"Server73","8/15/2020 12:00:00 AM","MSKB9859093","Update","NT AUTHORITY\SYSTEM"
"Server73","8/15/2020 12:00:00 AM","MSKB7108899","Security Update","NT AUTHORITY\SYSTEM"
"Server74","8/15/2020 12:00:00 AM","MSKB8525312","Update","NT AUTHORITY\SYSTEM"
"Server74","8/15/2020 12:00:00 AM","MSKB3370224","Update","NT AUTHORITY\SYSTEM"
"Server75","8/15/2020 12:00:00 AM","MSKB2259002","Update","NT AUTHORITY\SYSTEM"
"Server75","8/15/2020 12:00:00 AM","MSKB3063053","Update","NT AUTHORITY\SYSTEM"
"Server76","8/15/2020 12:00:00 AM","MSKB8668987","Update","NT AUTHORITY\SYSTEM"
"Server76","8/15/2020 12:00:00 AM","MSKB3582575","Update","NT AUTHORITY\SYSTEM"
"Server77","8/15/2020 12:00:00 AM","MSKB8309925","Security Update","NT AUTHORITY\SYSTEM"
"Server77","8/15/2020 12:00:00 AM","MSKB8882571","Update","NT AUTHORITY\SYSTEM"
"Server77","8/15/2020 12:00:00 AM","MSKB9623165","Security Update","NT AUTHORITY\SYSTEM"
"Server79","8/15/2020 12:00:00 AM","MSKB6504454","Security Update","NT AUTHORITY\SYSTEM"
"Server79","8/15/2020 12:00:00 AM","MSKB8763118","Security Update","NT AUTHORITY\SYSTEM"
"Server79","8/15/2020 12:00:00 AM","MSKB4859221","Security Update","NT AUTHORITY\SYSTEM"
"Server80","8/15/2020 12:00:00 AM","MSKB7715810","Security Update","NT AUTHORITY\SYSTEM"
"Server80","8/15/2020 12:00:00 AM","MSKB6924256","Security Update","NT AUTHORITY\SYSTEM"
"Server80","8/15/2020 12:00:00 AM","MSKB4646127","Security Update","NT AUTHORITY\SYSTEM"
"Server82","8/15/2020 12:00:00 AM","MSKB8020315","Update","NT AUTHORITY\SYSTEM"
"Server82","8/15/2020 12:00:00 AM","MSKB6932132","Update","NT AUTHORITY\SYSTEM"
"Server82","8/15/2020 12:00:00 AM","MSKB1899676","Security Update","NT AUTHORITY\SYSTEM"
"Server83","8/15/2020 12:00:00 AM","MSKB6567510","Security Update","NT AUTHORITY\SYSTEM"
"Server83","8/15/2020 12:00:00 AM","MSKB2845743","Update","NT AUTHORITY\SYSTEM"
"Server83","8/15/2020 12:00:00 AM","MSKB2433271","Update","NT AUTHORITY\SYSTEM"
"Server83","8/15/2020 12:00:00 AM","MSKB6437916","Update","NT AUTHORITY\SYSTEM"
"Server84","8/15/2020 12:00:00 AM","MSKB9054499","Update","NT AUTHORITY\SYSTEM"
"Server84","8/15/2020 12:00:00 AM","MSKB8345944","Update","NT AUTHORITY\SYSTEM"
"Server85","8/15/2020 12:00:00 AM","MSKB2759137","Security Update","NT AUTHORITY\SYSTEM"
"Server85","8/15/2020 12:00:00 AM","MSKB2550073","Security Update","NT AUTHORITY\SYSTEM"
"Server85","8/15/2020 12:00:00 AM","MSKB8793607","Update","NT AUTHORITY\SYSTEM"
"Server86","8/15/2020 12:00:00 AM","MSKB2255349","Update","NT AUTHORITY\SYSTEM"
"Server86","8/15/2020 12:00:00 AM","MSKB5915938","Update","NT AUTHORITY\SYSTEM"
"Server87","8/15/2020 12:00:00 AM","MSKB5093322","Update","NT AUTHORITY\SYSTEM"
"Server87","8/15/2020 12:00:00 AM","MSKB9046349","Security Update","NT AUTHORITY\SYSTEM"
"Server88","8/15/2020 12:00:00 AM","MSKB3400789","Update","NT AUTHORITY\SYSTEM"
"Server88","8/15/2020 12:00:00 AM","MSKB4974719","Security Update","NT AUTHORITY\SYSTEM"
"Server88","8/15/2020 12:00:00 AM","MSKB9370963","Security Update","NT AUTHORITY\SYSTEM"
"Server90","8/15/2020 12:00:00 AM","MSKB7781953","Security Update","NT AUTHORITY\SYSTEM"
"Server90","8/15/2020 12:00:00 AM","MSKB6422702","Security Update","NT AUTHORITY\SYSTEM"
"Server90","8/15/2020 12:00:00 AM","MSKB3248582","Update","NT AUTHORITY\SYSTEM"
"Server90","8/15/2020 12:00:00 AM","MSKB4526095","Update","NT AUTHORITY\SYSTEM"
"Server92","8/15/2020 12:00:00 AM","MSKB3860628","Update","NT AUTHORITY\SYSTEM"
"Server93","8/15/2020 12:00:00 AM","MSKB4109678","Update","NT AUTHORITY\SYSTEM"
"Server93","8/15/2020 12:00:00 AM","MSKB1884727","Security Update","NT AUTHORITY\SYSTEM"
"Server93","8/15/2020 12:00:00 AM","MSKB9491671","Update","NT AUTHORITY\SYSTEM"
"Server93","8/15/2020 12:00:00 AM","MSKB3799912","Security Update","NT AUTHORITY\SYSTEM"
"Server94","8/15/2020 12:00:00 AM","MSKB8950317","Security Update","NT AUTHORITY\SYSTEM"
"Server94","8/15/2020 12:00:00 AM","MSKB3282327","Security Update","NT AUTHORITY\SYSTEM"
"Server95","8/15/2020 12:00:00 AM","MSKB9904936","Update","NT AUTHORITY\SYSTEM"
"Server96","8/15/2020 12:00:00 AM","MSKB8983279","Security Update","NT AUTHORITY\SYSTEM"
"Server96","8/15/2020 12:00:00 AM","MSKB1951141","Update","NT AUTHORITY\SYSTEM"
"Server97","8/15/2020 12:00:00 AM","MSKB6632673","Security Update","NT AUTHORITY\SYSTEM"
"Server97","8/15/2020 12:00:00 AM","MSKB1283562","Security Update","NT AUTHORITY\SYSTEM"
"Server97","8/15/2020 12:00:00 AM","MSKB1818607","Security Update","NT AUTHORITY\SYSTEM"
"Server98","8/15/2020 12:00:00 AM","MSKB6732456","Security Update","NT AUTHORITY\SYSTEM"
"Server98","8/15/2020 12:00:00 AM","MSKB4106802","Security Update","NT AUTHORITY\SYSTEM"
"Server99","8/15/2020 12:00:00 AM","MSKB1849862","Update","NT AUTHORITY\SYSTEM"
"Server99","8/15/2020 12:00:00 AM","MSKB2693327","Security Update","NT AUTHORITY\SYSTEM"
"Server99","8/15/2020 12:00:00 AM","MSKB1711720","Update","NT AUTHORITY\SYSTEM"
"Server1","8/22/2020 12:00:00 AM","MSKB2445410","Security Update","NT AUTHORITY\SYSTEM"
"Server2","8/22/2020 12:00:00 AM","MSKB8021657","Security Update","NT AUTHORITY\SYSTEM"
"Server2","8/22/2020 12:00:00 AM","MSKB6592218","Security Update","NT AUTHORITY\SYSTEM"
"Server3","8/22/2020 12:00:00 AM","MSKB3873440","Update","NT AUTHORITY\SYSTEM"
"Server3","8/22/2020 12:00:00 AM","MSKB7390389","Update","NT AUTHORITY\SYSTEM"
"Server4","8/22/2020 12:00:00 AM","MSKB7817830","Update","NT AUTHORITY\SYSTEM"
"Server6","8/22/2020 12:00:00 AM","MSKB8385333","Update","NT AUTHORITY\SYSTEM"
"Server6","8/22/2020 12:00:00 AM","MSKB2619364","Security Update","NT AUTHORITY\SYSTEM"
"Server7","8/22/2020 12:00:00 AM","MSKB5545225","Update","NT AUTHORITY\SYSTEM"
"Server7","8/22/2020 12:00:00 AM","MSKB9693548","Security Update","NT AUTHORITY\SYSTEM"
"Server7","8/22/2020 12:00:00 AM","MSKB6452932","Update","NT AUTHORITY\SYSTEM"
"Server7","8/22/2020 12:00:00 AM","MSKB7746383","Security Update","NT AUTHORITY\SYSTEM"
"Server8","8/22/2020 12:00:00 AM","MSKB1712229","Update","NT AUTHORITY\SYSTEM"
"Server9","8/22/2020 12:00:00 AM","MSKB1090127","Security Update","NT AUTHORITY\SYSTEM"
"Server9","8/22/2020 12:00:00 AM","MSKB4482561","Update","NT AUTHORITY\SYSTEM"
"Server9","8/22/2020 12:00:00 AM","MSKB6613051","Update","NT AUTHORITY\SYSTEM"
"Server10","8/22/2020 12:00:00 AM","MSKB6932005","Security Update","NT AUTHORITY\SYSTEM"
"Server10","8/22/2020 12:00:00 AM","MSKB1615627","Security Update","NT AUTHORITY\SYSTEM"
"Server11","8/22/2020 12:00:00 AM","MSKB3221233","Security Update","NT AUTHORITY\SYSTEM"
"Server11","8/22/2020 12:00:00 AM","MSKB2382246","Security Update","NT AUTHORITY\SYSTEM"
"Server12","8/22/2020 12:00:00 AM","MSKB8688864","Security Update","NT AUTHORITY\SYSTEM"
"Server14","8/22/2020 12:00:00 AM","MSKB4867554","Update","NT AUTHORITY\SYSTEM"
"Server14","8/22/2020 12:00:00 AM","MSKB3037256","Security Update","NT AUTHORITY\SYSTEM"
"Server14","8/22/2020 12:00:00 AM","MSKB6922786","Security Update","NT AUTHORITY\SYSTEM"
"Server15","8/22/2020 12:00:00 AM","MSKB2904481","Security Update","NT AUTHORITY\SYSTEM"
"Server15","8/22/2020 12:00:00 AM","MSKB1542150","Security Update","NT AUTHORITY\SYSTEM"
"Server16","8/22/2020 12:00:00 AM","MSKB6297637","Update","NT AUTHORITY\SYSTEM"
"Server16","8/22/2020 12:00:00 AM","MSKB8016498","Security Update","NT AUTHORITY\SYSTEM"
"Server17","8/22/2020 12:00:00 AM","MSKB4712124","Security Update","NT AUTHORITY\SYSTEM"
"Server17","8/22/2020 12:00:00 AM","MSKB1934915","Update","NT AUTHORITY\SYSTEM"
"Server18","8/22/2020 12:00:00 AM","MSKB2953370","Update","NT AUTHORITY\SYSTEM"
"Server18","8/22/2020 12:00:00 AM","MSKB5605812","Security Update","NT AUTHORITY\SYSTEM"
"Server18","8/22/2020 12:00:00 AM","MSKB3182288","Security Update","NT AUTHORITY\SYSTEM"
"Server18","8/22/2020 12:00:00 AM","MSKB4294524","Update","NT AUTHORITY\SYSTEM"
"Server19","8/22/2020 12:00:00 AM","MSKB6818199","Update","NT AUTHORITY\SYSTEM"
"Server20","8/22/2020 12:00:00 AM","MSKB4474992","Security Update","NT AUTHORITY\SYSTEM"
"Server24","8/22/2020 12:00:00 AM","MSKB8923943","Update","NT AUTHORITY\SYSTEM"
"Server24","8/22/2020 12:00:00 AM","MSKB1964961","Update","NT AUTHORITY\SYSTEM"
"Server24","8/22/2020 12:00:00 AM","MSKB3093638","Update","NT AUTHORITY\SYSTEM"
"Server30","8/22/2020 12:00:00 AM","MSKB7670958","Update","NT AUTHORITY\SYSTEM"
"Server30","8/22/2020 12:00:00 AM","MSKB4957684","Security Update","NT AUTHORITY\SYSTEM"
"Server31","8/22/2020 12:00:00 AM","MSKB3878576","Security Update","NT AUTHORITY\SYSTEM"
"Server32","8/22/2020 12:00:00 AM","MSKB6620804","Update","NT AUTHORITY\SYSTEM"
"Server33","8/22/2020 12:00:00 AM","MSKB4774575","Security Update","NT AUTHORITY\SYSTEM"
"Server33","8/22/2020 12:00:00 AM","MSKB1710424","Update","NT AUTHORITY\SYSTEM"
"Server34","8/22/2020 12:00:00 AM","MSKB3060924","Security Update","NT AUTHORITY\SYSTEM"
"Server35","8/22/2020 12:00:00 AM","MSKB3602464","Security Update","NT AUTHORITY\SYSTEM"
"Server36","8/22/2020 12:00:00 AM","MSKB9540598","Update","NT AUTHORITY\SYSTEM"
"Server37","8/22/2020 12:00:00 AM","MSKB1428619","Security Update","NT AUTHORITY\SYSTEM"
"Server37","8/22/2020 12:00:00 AM","MSKB6588519","Security Update","NT AUTHORITY\SYSTEM"
"Server38","8/22/2020 12:00:00 AM","MSKB1379204","Update","NT AUTHORITY\SYSTEM"
"Server38","8/22/2020 12:00:00 AM","MSKB1352800","Security Update","NT AUTHORITY\SYSTEM"
"Server40","8/22/2020 12:00:00 AM","MSKB1913305","Security Update","NT AUTHORITY\SYSTEM"
"Server40","8/22/2020 12:00:00 AM","MSKB1917599","Update","NT AUTHORITY\SYSTEM"
"Server40","8/22/2020 12:00:00 AM","MSKB6657067","Update","NT AUTHORITY\SYSTEM"
"Server40","8/22/2020 12:00:00 AM","MSKB4861675","Update","NT AUTHORITY\SYSTEM"
"Server41","8/22/2020 12:00:00 AM","MSKB3174817","Security Update","NT AUTHORITY\SYSTEM"
"Server41","8/22/2020 12:00:00 AM","MSKB9257223","Update","NT AUTHORITY\SYSTEM"
"Server41","8/22/2020 12:00:00 AM","MSKB8889347","Security Update","NT AUTHORITY\SYSTEM"
"Server42","8/22/2020 12:00:00 AM","MSKB9113705","Update","NT AUTHORITY\SYSTEM"
"Server42","8/22/2020 12:00:00 AM","MSKB5920716","Update","NT AUTHORITY\SYSTEM"
"Server42","8/22/2020 12:00:00 AM","MSKB1949115","Security Update","NT AUTHORITY\SYSTEM"
"Server42","8/22/2020 12:00:00 AM","MSKB3066447","Update","NT AUTHORITY\SYSTEM"
"Server43","8/22/2020 12:00:00 AM","MSKB8673048","Update","NT AUTHORITY\SYSTEM"
"Server43","8/22/2020 12:00:00 AM","MSKB7315366","Security Update","NT AUTHORITY\SYSTEM"
"Server43","8/22/2020 12:00:00 AM","MSKB7461376","Update","NT AUTHORITY\SYSTEM"
"Server43","8/22/2020 12:00:00 AM","MSKB9355036","Security Update","NT AUTHORITY\SYSTEM"
"Server44","8/22/2020 12:00:00 AM","MSKB5763948","Update","NT AUTHORITY\SYSTEM"
"Server46","8/22/2020 12:00:00 AM","MSKB8884186","Update","NT AUTHORITY\SYSTEM"
"Server46","8/22/2020 12:00:00 AM","MSKB2489147","Update","NT AUTHORITY\SYSTEM"
"Server47","8/22/2020 12:00:00 AM","MSKB3921485","Security Update","NT AUTHORITY\SYSTEM"
"Server47","8/22/2020 12:00:00 AM","MSKB4089514","Security Update","NT AUTHORITY\SYSTEM"
"Server47","8/22/2020 12:00:00 AM","MSKB1209303","Security Update","NT AUTHORITY\SYSTEM"
"Server47","8/22/2020 12:00:00 AM","MSKB8891964","Update","NT AUTHORITY\SYSTEM"
"Server48","8/22/2020 12:00:00 AM","MSKB2600852","Update","NT AUTHORITY\SYSTEM"
"Server50","8/22/2020 12:00:00 AM","MSKB7510081","Security Update","NT AUTHORITY\SYSTEM"
"Server50","8/22/2020 12:00:00 AM","MSKB8875894","Security Update","NT AUTHORITY\SYSTEM"
"Server50","8/22/2020 12:00:00 AM","MSKB2541223","Update","NT AUTHORITY\SYSTEM"
"Server51","8/22/2020 12:00:00 AM","MSKB8880750","Security Update","NT AUTHORITY\SYSTEM"
"Server51","8/22/2020 12:00:00 AM","MSKB4723618","Security Update","NT AUTHORITY\SYSTEM"
"Server51","8/22/2020 12:00:00 AM","MSKB4418539","Security Update","NT AUTHORITY\SYSTEM"
"Server53","8/22/2020 12:00:00 AM","MSKB5451105","Update","NT AUTHORITY\SYSTEM"
"Server53","8/22/2020 12:00:00 AM","MSKB4984072","Update","NT AUTHORITY\SYSTEM"
"Server54","8/22/2020 12:00:00 AM","MSKB7846573","Security Update","NT AUTHORITY\SYSTEM"
"Server56","8/22/2020 12:00:00 AM","MSKB4439255","Update","NT AUTHORITY\SYSTEM"
"Server56","8/22/2020 12:00:00 AM","MSKB8086372","Update","NT AUTHORITY\SYSTEM"
"Server56","8/22/2020 12:00:00 AM","MSKB6678593","Update","NT AUTHORITY\SYSTEM"
"Server56","8/22/2020 12:00:00 AM","MSKB9406519","Security Update","NT AUTHORITY\SYSTEM"
"Server57","8/22/2020 12:00:00 AM","MSKB8560542","Update","NT AUTHORITY\SYSTEM"
"Server58","8/22/2020 12:00:00 AM","MSKB1699274","Update","NT AUTHORITY\SYSTEM"
"Server58","8/22/2020 12:00:00 AM","MSKB1919005","Security Update","NT AUTHORITY\SYSTEM"
"Server59","8/22/2020 12:00:00 AM","MSKB6541577","Update","NT AUTHORITY\SYSTEM"
"Server59","8/22/2020 12:00:00 AM","MSKB2037112","Security Update","NT AUTHORITY\SYSTEM"
"Server60","8/22/2020 12:00:00 AM","MSKB8817568","Update","NT AUTHORITY\SYSTEM"
"Server60","8/22/2020 12:00:00 AM","MSKB7999232","Update","NT AUTHORITY\SYSTEM"
"Server62","8/22/2020 12:00:00 AM","MSKB6736042","Security Update","NT AUTHORITY\SYSTEM"
"Server63","8/22/2020 12:00:00 AM","MSKB1674962","Security Update","NT AUTHORITY\SYSTEM"
"Server63","8/22/2020 12:00:00 AM","MSKB1836095","Update","NT AUTHORITY\SYSTEM"
"Server63","8/22/2020 12:00:00 AM","MSKB9182149","Update","NT AUTHORITY\SYSTEM"
"Server66","8/22/2020 12:00:00 AM","MSKB7173829","Security Update","NT AUTHORITY\SYSTEM"
"Server66","8/22/2020 12:00:00 AM","MSKB6991377","Security Update","NT AUTHORITY\SYSTEM"
"Server66","8/22/2020 12:00:00 AM","MSKB9557241","Security Update","NT AUTHORITY\SYSTEM"
"Server67","8/22/2020 12:00:00 AM","MSKB4681738","Update","NT AUTHORITY\SYSTEM"
"Server67","8/22/2020 12:00:00 AM","MSKB8920953","Update","NT AUTHORITY\SYSTEM"
"Server68","8/22/2020 12:00:00 AM","MSKB9036021","Update","NT AUTHORITY\SYSTEM"
"Server68","8/22/2020 12:00:00 AM","MSKB5513060","Security Update","NT AUTHORITY\SYSTEM"
"Server68","8/22/2020 12:00:00 AM","MSKB7575339","Security Update","NT AUTHORITY\SYSTEM"
"Server68","8/22/2020 12:00:00 AM","MSKB4455734","Update","NT AUTHORITY\SYSTEM"
